source	target	similarity	repet	variance
NR_037163.1|long_non-coding_RNA|POU2F1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.280	1	0.000
NR_037163.1|long_non-coding_RNA|POU2F1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.020	1	0.000
NR_136519.1|non-coding_RNA|RCSD1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.400	1	0.000
NR_026550.2|non-coding_RNA|BRP44|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.500	1	0.000
NR_040073.1|long_non-coding_RNA|MIR181A1HG|Nosynon	NR_040073.1|long_non-coding_RNA|MIR181A1HG|Nosynon	100.000	1	0.000
NR_132119.1|non-coding_RNA|GTF2IP20|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	85.450	1	0.000
NR_132419.1|non-coding_RNA|COX20|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.760	1	0.000
NR_132419.1|non-coding_RNA|COX20|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.500	1	0.000
NR_111907.1|long_non-coding_RNA|LOC101928068|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.860	1	0.000
NR_110251.1|long_non-coding_RNA|LINC01247|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.500	1	0.000
NR_135598.1|non-coding_RNA|MBOAT2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.210	1	0.000
NR_110196.1|long_non-coding_RNA|MIR3681HG|Nosynon	NR_110196.1|long_non-coding_RNA|MIR3681HG|Nosynon	100.000	1	0.000
NR_034113.1|long_non-coding_RNA|DNAJC27-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.910	1	0.000
NR_034113.1|long_non-coding_RNA|DNAJC27-AS1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	89.690	1	0.000
NR_135200.1|long_non-coding_RNA|LINC01460|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.320	1	0.000
NR_103831.1|long_non-coding_RNA|FLJ31356|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.690	1	0.000
NR_103831.1|long_non-coding_RNA|FLJ31356|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.560	1	0.000
NR_037875.1|non-coding_RNA|LOC728730|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.840	1	0.000
NR_126406.1|long_non-coding_RNA|MIR217HG|Nosynon	NR_126406.1|long_non-coding_RNA|MIR217HG|Nosynon	100.000	1	0.000
NR_033873.1|non-coding_RNA|FLJ30838|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.520	1	0.000
NR_033873.1|non-coding_RNA|FLJ30838|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.940	1	0.000
NR_132991.1|long_non-coding_RNA|MIR4432HG|Nosynon	NR_132991.1|long_non-coding_RNA|MIR4432HG|Nosynon	100.000	1	0.000
NR_036496.1|non-coding_RNA|LOC339803|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	86.760	1	0.000
NR_134966.1|non-coding_RNA|CEP68|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.710	1	0.000
NR_045634.1|non-coding_RNA|BOLA3-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.170	1	0.000
NR_038888.1|non-coding_RNA|LOC284950|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.285	2	3.222
NR_136173.1|non-coding_RNA|MFSD9|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.060	1	0.000
NR_015395.2|long_non-coding_RNA|MIR4435-2HG|Nosynon	NR_015395.2|long_non-coding_RNA|MIR4435-2HG|Nosynon	100.000	2	0.000
NR_132317.1|long_non-coding_RNA|LOC105373609|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.800	1	0.000
NR_132317.1|long_non-coding_RNA|LOC105373609|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	85.310	1	0.000
NR_045682.1|long_non-coding_RNA|MYO3B|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	91.890	1	0.000
NR_135688.1|non-coding_RNA|DUSP19|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.800	1	0.000
NR_135688.1|non-coding_RNA|DUSP19|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	86.530	2	0.533
NR_102429.1|long_non-coding_RNA|OSGEPL1-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.410	1	0.000
NR_102429.1|long_non-coding_RNA|OSGEPL1-AS1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	87.300	1	0.000
NR_111983.1|non-coding_RNA|CASP8|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.230	1	0.000
NR_135566.1|long_non-coding_RNA|LINC01857|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.860	1	0.000
NR_135566.1|long_non-coding_RNA|LINC01857|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	88.120	1	0.000
NR_135524.1|long_non-coding_RNA|LOC105373878|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	92.160	1	0.000
NR_134970.1|non-coding_RNA|DNPEP|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.040	2	3.240
NR_102371.1|long_non-coding_RNA|AC097662.2|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	89.340	1	0.000
NR_040038.1|non-coding_RNA|LOC151475|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	82.970	1	0.000
NR_037903.3|long_non-coding_RNA|BHLHE40-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.310	1	0.000
NR_135607.1|non-coding_RNA|TSEN2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.470	1	0.000
NR_135607.1|non-coding_RNA|TSEN2|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.430	1	0.000
NR_036481.2|non-coding_RNA|FGD5P1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	89.470	1	0.000
NR_046251.1|long_non-coding_RNA|FGD5-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.060	1	0.000
NR_003090.2|long_non-coding_RNA|MOBP|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.765	2	3.901
NR_003090.2|long_non-coding_RNA|MOBP|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.960	2	1.850
NR_040100.1|long_non-coding_RNA|ENTPD3-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.970	2	4.796
NR_048543.1|long_non-coding_RNA|LARS2-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.310	1	0.000
NR_048543.1|long_non-coding_RNA|LARS2-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.220	1	0.000
NR_135301.1|long_non-coding_RNA|SEMA3F-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.800	1	0.000
NR_135550.1|long_non-coding_RNA|LOC101929159|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.820	1	0.000
NR_049755.1|long_non-coding_RNA|RPP14|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	91.560	1	0.000
NR_049755.1|long_non-coding_RNA|RPP14|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.480	1	0.000
NR_134853.1|long_non-coding_RNA|FAM3D-AS1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	90.650	1	0.000
NR_103826.1|non-coding_RNA|EOGT|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.420	1	0.000
NR_103826.1|non-coding_RNA|EOGT|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	84.210	1	0.000
NR_110000.1|long_non-coding_RNA|LINC01212|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.300	1	0.000
NR_036433.2|non-coding_RNA|FAM172BP|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.110	1	0.000
NR_109841.1|long_non-coding_RNA|LINC01205|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.150	1	0.000
NR_110017.1|long_non-coding_RNA|LOC101929694|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.700	1	0.000
NR_110017.1|long_non-coding_RNA|LOC101929694|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.820	1	0.000
NR_135276.1|long_non-coding_RNA|BFSP2-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.500	1	0.000
NR_038301.1|non-coding_RNA|LOC100505687|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.730	1	0.000
NR_038301.1|non-coding_RNA|LOC100505687|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	83.410	1	0.000
NR_110043.1|long_non-coding_RNA|LOC101928992|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.600	1	0.000
NR_110043.1|long_non-coding_RNA|LOC101928992|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.650	1	0.000
NR_125409.1|long_non-coding_RNA|LOC102724699|Nosynon	NR_109925.1|long_non-coding_RNA|MIR548XHG|Nosynon	87.420	1	0.000
NR_046662.1|long_non-coding_RNA|ADIPOQ-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.030	1	0.000
NR_135551.1|long_non-coding_RNA|LOC101929130|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.000	1	0.000
NR_135551.1|long_non-coding_RNA|LOC101929130|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.710	1	0.000
NR_135537.1|long_non-coding_RNA|LOC105374266|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.730	1	0.000
NR_036497.1|long_non-coding_RNA|LPP-AS2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.850	1	0.000
NR_036497.1|long_non-coding_RNA|LPP-AS2|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.930	1	0.000
NR_126419.1|long_non-coding_RNA|LEPREL1-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.200	1	0.000
NR_126419.1|long_non-coding_RNA|LEPREL1-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.010	1	0.000
NR_125402.1|long_non-coding_RNA|LOC101929337|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.090	1	0.000
NR_046724.1|long_non-coding_RNA|TM4SF19-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.670	1	0.000
NR_036511.1|non-coding_RNA|LOC100129917|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.270	1	0.000
NR_110005.1|non-coding_RNA|LRPAP1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.290	2	0.828
NR_110005.1|non-coding_RNA|LRPAP1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.355	2	0.931
NR_073114.1|long_non-coding_RNA|EPGN|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.020	1	0.000
NR_073114.1|long_non-coding_RNA|EPGN|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.170	1	0.000
NR_133920.1|non-coding_RNA|THAP6|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	84.860	1	0.000
NR_046429.1|long_non-coding_RNA|C4orf26|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.590	1	0.000
NR_125906.1|long_non-coding_RNA|LOC101928809|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.460	2	3.168
NR_038841.1|non-coding_RNA|LOC100506746|Nosynon	NR_046099.1|long_non-coding_RNA|MIR646HG|Nosynon	89.060	1	0.000
NR_120447.1|non-coding_RNA|KLHL8|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.190	1	0.000
NR_046186.1|long_non-coding_RNA|PDLIM5|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.350	1	0.000
NR_039978.1|long_non-coding_RNA|SEC24B-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.970	1	0.000
NR_133012.1|non-coding_RNA|CASP6|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.000	1	0.000
NR_134680.1|long_non-coding_RNA|LOC105377458|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.320	1	0.000
NR_134680.1|long_non-coding_RNA|LOC105377458|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	83.330	1	0.000
NR_125888.1|long_non-coding_RNA|LOC101928052|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.250	1	0.000
NR_125888.1|long_non-coding_RNA|LOC101928052|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.220	1	0.000
NR_121676.1|long_non-coding_RNA|LINC01179|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.940	1	0.000
NR_125896.1|long_non-coding_RNA|LOC101928509|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.860	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	100.000	3	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_046186.1|long_non-coding_RNA|PDLIM5|Nosynon	90.350	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_037916.1|long_non-coding_RNA|XIAP|Nosynon	86.390	4	7.226
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_136684.1|non-coding_RNA|PIAS2|Nosynon	90.910	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_134867.1|non-coding_RNA|PDDC1|Nosynon	88.138	4	3.243
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_040071.1|long_non-coding_RNA|TNRC6C-AS1|Nosynon	89.175	2	1.156
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_103831.1|long_non-coding_RNA|FLJ31356|Nosynon	88.690	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_104183.1|long_non-coding_RNA|LOC100506603|Nosynon	91.150	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_073058.1|long_non-coding_RNA|C7orf55|Nosynon	90.170	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_037864.1|long_non-coding_RNA|AP4B1-AS1|Nosynon	89.670	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_037928.1|non-coding_RNA|P2RX5-TAX1BP3|Nosynon	87.695	2	7.263
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_120386.1|long_non-coding_RNA|LINC01521|Nosynon	87.937	3	4.842
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_046851.1|long_non-coding_RNA|ZNRF3-AS1|Nosynon	88.740	2	0.022
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_110090.1|long_non-coding_RNA|SIRPG-AS1|Nosynon	89.560	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_110049.2|long_non-coding_RNA|LOC101927415|Nosynon	88.634	5	10.505
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_134677.1|non-coding_RNA|WDR31|Nosynon	84.563	3	9.797
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_120660.1|long_non-coding_RNA|LOC101929431|Nosynon	88.420	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033738.1|non-coding_RNA|LOC440300|Nosynon	86.325	2	5.085
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_104480.1|long_non-coding_RNA|KCTD20|Nosynon	86.810	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_103715.1|long_non-coding_RNA|LINC00269|Nosynon	87.190	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038862.1|non-coding_RNA|LOC339902|Nosynon	87.730	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_037650.1|non-coding_RNA|ARL2-SNX15|Nosynon	87.500	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_131336.1|non-coding_RNA|GPX8|Synom:putative	87.730	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033926.1|non-coding_RNA|ACTG1P20|Nosynon	90.220	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_104274.2|non-coding_RNA|TANGO2|Nosynon	87.110	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_036508.1|non-coding_RNA|LOC100128398|Nosynon	89.340	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_111980.1|long_non-coding_RNA|ZBTB8A|Nosynon	87.260	5	1.546
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135479.1|long_non-coding_RNA|LOC105371743|Nosynon	88.450	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135293.1|long_non-coding_RNA|LOC101929634|Nosynon	85.590	2	9.242
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_121658.1|non-coding_RNA|LYRM7|Nosynon	86.165	4	2.690
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_049896.1|long_non-coding_RNA|C18orf61|Nosynon	87.740	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_117089.1|non-coding_RNA|CD24|Nosynon	92.630	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_121578.1|long_non-coding_RNA|LINC01492|Nosynon	87.680	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_109890.1|long_non-coding_RNA|LOC101927740|Nosynon	89.455	2	3.115
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_104178.1|long_non-coding_RNA|LOC100128494|Nosynon	87.830	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_119376.1|non-coding_RNA|FER1L4|Nosynon	86.860	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135191.1|non-coding_RNA|AP3M1|Nosynon	88.000	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_104262.1|long_non-coding_RNA|CCAR1|Nosynon	89.640	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_073465.1|long_non-coding_RNA|MBOAT1|Nosynon	86.460	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135551.1|long_non-coding_RNA|LOC101929130|Nosynon	88.000	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_126364.1|long_non-coding_RNA|LINC01537|Nosynon	87.910	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135109.1|long_non-coding_RNA|LOC105376554|Nosynon	87.950	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038444.1|long_non-coding_RNA|ENTPD1-AS1|Nosynon	88.305	2	0.570
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_073032.1|non-coding_RNA|SPRED3|Nosynon	88.000	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_121676.1|long_non-coding_RNA|LINC01179|Nosynon	86.940	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_104292.1|non-coding_RNA|TBC1D22A|Nosynon	87.870	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135753.1|non-coding_RNA|LRRC28|Nosynon	87.265	2	0.893
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033863.1|non-coding_RNA|FLJ41200|Nosynon	91.800	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_047701.1|non-coding_RNA|C7orf44|Nosynon	87.450	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038847.1|non-coding_RNA|LOC100505576|Nosynon	85.730	2	0.397
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_120408.1|non-coding_RNA|NUBPL|Nosynon	87.950	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_120663.1|non-coding_RNA|SPATS2|Nosynon	87.550	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038391.1|long_non-coding_RNA|ANAPC16|Nosynon	87.600	2	8.702
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_120448.1|non-coding_RNA|SSR1|Nosynon	87.207	3	10.675
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_120447.1|non-coding_RNA|KLHL8|Nosynon	89.190	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135598.1|non-coding_RNA|MBOAT2|Nosynon	87.210	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_110251.1|long_non-coding_RNA|LINC01247|Nosynon	86.840	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_136519.1|non-coding_RNA|RCSD1|Nosynon	87.400	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038904.1|non-coding_RNA|LOC100506305|Nosynon	87.110	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_002728.3|long_non-coding_RNA|KCNQ1OT1|Synom:non-protein_coding	87.200	4	2.302
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_104359.1|long_non-coding_RNA|GPR1-AS|Nosynon	87.500	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_034125.1|non-coding_RNA|LOC387723|Nosynon	89.710	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_120678.1|long_non-coding_RNA|LOC102724719|Nosynon	86.540	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033937.1|non-coding_RNA|LOC100132077|Nosynon	87.600	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_046478.1|non-coding_RNA|FKBP14|Nosynon	86.860	3	1.567
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_135276.1|long_non-coding_RNA|BFSP2-AS1|Nosynon	87.500	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_104622.2|long_non-coding_RNA|LOC100506022|Nosynon	90.100	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_037158.1|long_non-coding_RNA|IL21R-AS1|Nosynon	87.060	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_073534.1|long_non-coding_RNA|SNX22|Nosynon	89.905	2	0.207
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_103726.1|non-coding_RNA|SRSF8|Nosynon	88.240	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_134521.1|non-coding_RNA|VTI1A|Nosynon	86.670	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_072996.1|long_non-coding_RNA|MAPK13|Nosynon	86.810	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_134970.1|non-coding_RNA|DNPEP|Nosynon	86.810	2	4.121
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_136704.1|non-coding_RNA|KLF8|Nosynon	85.880	2	1.742
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_110016.1|long_non-coding_RNA|LINC01429|Nosynon	88.020	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038278.1|non-coding_RNA|LOC100506930|Nosynon	86.230	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_134536.1|non-coding_RNA|QPRT|Nosynon	86.620	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_109934.1|long_non-coding_RNA|KIAA0101|Nosynon	87.920	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_136154.1|non-coding_RNA|PMS2|Nosynon	89.490	2	8.294
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038353.1|non-coding_RNA|FAM153C|Nosynon	88.500	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_110005.1|non-coding_RNA|LRPAP1|Nosynon	86.590	3	0.732
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_103530.1|long_non-coding_RNA|ANKLE1|Nosynon	86.080	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_111903.1|non-coding_RNA|HSH2D|Nosynon	85.870	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_034034.1|non-coding_RNA|LOC100288748|Nosynon	90.240	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033757.2|non-coding_RNA|C1orf151|Nosynon	90.260	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_038941.1|non-coding_RNA|LOC100128531|Nosynon	86.720	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_037921.1|long_non-coding_RNA|MAVS|Nosynon	86.500	3	0.929
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_033850.1|long_non-coding_RNA|WDR11-AS1|Nosynon	86.180	1	0.000
NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	NR_134562.1|non-coding_RNA|RPL7L1|Nosynon	86.950	2	0.022
